Date,Open,High,Low,Close,Volume
2025-12-04 14:30:00+00:00,449.6000061035156,450.8695068359375,448.6499938964844,450.8525085449219,2803289
2025-12-04 14:31:00+00:00,450.8500061035156,450.8800048828125,448.0201110839844,448.2799987792969,524712
2025-12-04 14:32:00+00:00,448.25,448.5400085449219,447.04998779296875,447.94000244140625,408651
2025-12-04 14:33:00+00:00,447.95001220703125,449.1299133300781,446.9700012207031,447.0848083496094,398308
2025-12-04 14:34:00+00:00,447.0400085449219,447.7908020019531,445.8500061035156,446.1000061035156,397544
2025-12-04 14:35:00+00:00,446.1400146484375,450.0,445.92999267578125,449.864990234375,502525
2025-12-04 14:36:00+00:00,449.8299865722656,451.489990234375,449.1700134277344,450.4700012207031,633003
2025-12-04 14:37:00+00:00,450.4601135253906,450.75,448.739990234375,449.1051025390625,411951
2025-12-04 14:38:00+00:00,449.04998779296875,450.42999267578125,448.4549865722656,450.126708984375,343487
2025-12-04 14:39:00+00:00,450.16229248046875,450.4800109863281,449.25,449.9119873046875,233084
2025-12-04 14:40:00+00:00,449.8699951171875,451.8999938964844,449.70001220703125,451.4599914550781,420531
2025-12-04 14:41:00+00:00,451.3999938964844,452.0896911621094,450.3500061035156,451.0635070800781,404650
2025-12-04 14:42:00+00:00,451.0,452.1700134277344,450.510009765625,450.82000732421875,389632
2025-12-04 14:43:00+00:00,450.7900085449219,452.5,450.3999938964844,452.2349853515625,394614
2025-12-04 14:44:00+00:00,452.20001220703125,452.5400085449219,451.4200134277344,452.0199890136719,334095
2025-12-04 14:45:00+00:00,451.9800109863281,453.7300109863281,451.8800048828125,453.1903076171875,450553
2025-12-04 14:46:00+00:00,453.1549987792969,453.9200134277344,453.0799865722656,453.8655090332031,344374
2025-12-04 14:47:00+00:00,453.8057861328125,454.0799865722656,452.2300109863281,452.45001220703125,486942
2025-12-04 14:48:00+00:00,452.4132080078125,453.54998779296875,452.39849853515625,452.8699951171875,235146
2025-12-04 14:49:00+00:00,452.8500061035156,453.4999084472656,452.5199890136719,453.385009765625,241942
2025-12-04 14:50:00+00:00,453.3500061035156,454.25,452.9649963378906,454.1199951171875,334740
2025-12-04 14:51:00+00:00,454.1199951171875,454.2893981933594,453.25,453.6499938964844,258003
2025-12-04 14:52:00+00:00,453.6499938964844,454.2099914550781,453.29998779296875,454.1283874511719,229656
2025-12-04 14:53:00+00:00,454.1600036621094,454.625,453.4100036621094,453.7168884277344,318877
2025-12-04 14:54:00+00:00,453.73309326171875,453.73309326171875,452.3999938964844,453.0799865722656,340005
2025-12-04 14:55:00+00:00,453.0625,453.9599914550781,452.65008544921875,453.7300109863281,235179
2025-12-04 14:56:00+00:00,453.70001220703125,454.3599853515625,453.42999267578125,453.44000244140625,251652
2025-12-04 14:57:00+00:00,453.45001220703125,453.6724853515625,451.760009765625,451.8800048828125,309313
2025-12-04 14:58:00+00:00,451.8699951171875,452.6796875,450.70001220703125,450.95001220703125,370046
2025-12-04 14:59:00+00:00,450.9761047363281,451.260009765625,450.5899963378906,450.9507141113281,238180
2025-12-04 15:00:00+00:00,450.9693908691406,452.1184997558594,450.68060302734375,451.2149963378906,303762
2025-12-04 15:01:00+00:00,451.2672119140625,452.1300048828125,451.130615234375,451.8599853515625,183836
2025-12-04 15:02:00+00:00,451.8299865722656,452.09991455078125,451.3800048828125,451.9049987792969,156740
2025-12-04 15:03:00+00:00,451.9200134277344,452.29998779296875,451.6000061035156,451.739990234375,151784
2025-12-04 15:04:00+00:00,451.739990234375,452.0299987792969,451.260009765625,451.8655090332031,144332
2025-12-04 15:05:00+00:00,451.8599853515625,452.739990234375,451.73040771484375,452.4898986816406,181199
2025-12-04 15:06:00+00:00,452.42999267578125,452.69000244140625,451.7799987792969,451.9797058105469,152249
2025-12-04 15:07:00+00:00,451.9200134277344,452.1199035644531,449.1700134277344,449.239990234375,483727
2025-12-04 15:08:00+00:00,449.20001220703125,450.5400085449219,449.1499938964844,450.4815979003906,253808
2025-12-04 15:09:00+00:00,450.489990234375,450.92999267578125,450.2900085449219,450.2900085449219,190576
2025-12-04 15:10:00+00:00,450.260009765625,450.6400146484375,449.5199890136719,449.6328125,179651
2025-12-04 15:11:00+00:00,449.5799865722656,449.8999938964844,449.2334899902344,449.82501220703125,191068
2025-12-04 15:12:00+00:00,449.8677978515625,450.20001220703125,449.5,449.8800048828125,150044
2025-12-04 15:13:00+00:00,449.91949462890625,450.0199890136719,449.2099914550781,449.5899963378906,177363
2025-12-04 15:14:00+00:00,449.6300048828125,450.20001220703125,449.5137939453125,449.6199951171875,134891
2025-12-04 15:15:00+00:00,449.6199951171875,449.8293151855469,448.6499938964844,448.7764892578125,235465
2025-12-04 15:16:00+00:00,448.739990234375,449.9599914550781,448.6600036621094,449.9599914550781,207358
2025-12-04 15:17:00+00:00,449.9549865722656,450.07000732421875,449.1510925292969,449.5299987792969,168108
2025-12-04 15:18:00+00:00,449.5172119140625,449.88299560546875,448.8114929199219,449.1184997558594,147910
2025-12-04 15:19:00+00:00,449.0799865722656,449.44000244140625,448.95001220703125,449.1700134277344,97842
2025-12-04 15:20:00+00:00,449.04998779296875,449.82000732421875,448.7799987792969,449.6050109863281,135128
2025-12-04 15:21:00+00:00,449.6000061035156,449.95001220703125,449.0199890136719,449.2099914550781,159769
2025-12-04 15:22:00+00:00,449.2250061035156,449.79998779296875,449.1099853515625,449.79998779296875,123713
2025-12-04 15:23:00+00:00,449.79998779296875,449.9200134277344,448.0718994140625,448.3424987792969,289567
2025-12-04 15:24:00+00:00,448.3536071777344,448.4800109863281,447.0899963378906,447.4100036621094,298663
2025-12-04 15:25:00+00:00,447.3800048828125,447.68499755859375,446.1499938964844,446.1600036621094,304265
2025-12-04 15:26:00+00:00,446.1400146484375,446.9385070800781,445.3900146484375,446.6199951171875,416382
2025-12-04 15:27:00+00:00,446.61260986328125,448.0150146484375,446.55999755859375,448.010009765625,321465
2025-12-04 15:28:00+00:00,447.9949951171875,448.8699951171875,447.9100036621094,448.8699951171875,260884
2025-12-04 15:29:00+00:00,448.8522033691406,449.0899963378906,448.3500061035156,448.510009765625,236110
2025-12-04 15:30:00+00:00,448.5299987792969,448.6600036621094,447.8760070800781,448.19500732421875,176032
2025-12-04 15:31:00+00:00,448.2015075683594,448.75,447.9314880371094,448.3525085449219,159069
2025-12-04 15:32:00+00:00,448.3599853515625,449.5,448.2785949707031,449.43011474609375,203778
2025-12-04 15:33:00+00:00,449.45001220703125,449.94000244140625,449.20001220703125,449.89990234375,187815
2025-12-04 15:34:00+00:00,449.8900146484375,450.5899963378906,449.8299865722656,450.56500244140625,272372
2025-12-04 15:35:00+00:00,450.54998779296875,450.9599914550781,450.3399963378906,450.3815002441406,221620
2025-12-04 15:36:00+00:00,450.3399963378906,450.5775146484375,450.1199951171875,450.5775146484375,155459
2025-12-04 15:37:00+00:00,450.5799865722656,451.67999267578125,450.3699951171875,451.6499938964844,222471
2025-12-04 15:38:00+00:00,451.6400146484375,451.7099914550781,451.04998779296875,451.17999267578125,166052
2025-12-04 15:39:00+00:00,451.18499755859375,451.3800048828125,450.75,450.8599853515625,134894
2025-12-04 15:40:00+00:00,450.8594970703125,450.9526062011719,450.25,450.3999938964844,149850
2025-12-04 15:41:00+00:00,450.45001220703125,451.17999267578125,450.1000061035156,451.1449890136719,170331
2025-12-04 15:42:00+00:00,451.1600036621094,451.42999267578125,450.5201110839844,450.55999755859375,144219
2025-12-04 15:43:00+00:00,450.572509765625,450.7349853515625,450.07000732421875,450.19000244140625,119698
2025-12-04 15:44:00+00:00,450.1099853515625,450.32000732421875,449.6205139160156,450.2699890136719,170225
2025-12-04 15:45:00+00:00,450.29998779296875,450.455810546875,450.0274963378906,450.0726013183594,112364
2025-12-04 15:46:00+00:00,450.07281494140625,450.07281494140625,449.1400146484375,449.3999938964844,149754
2025-12-04 15:47:00+00:00,449.4364013671875,449.5,448.5940856933594,448.82000732421875,139028
2025-12-04 15:48:00+00:00,448.7900085449219,449.2699890136719,448.760009765625,449.06500244140625,121529
2025-12-04 15:49:00+00:00,449.0899963378906,449.1199951171875,448.25,448.77081298828125,140242
2025-12-04 15:50:00+00:00,448.7460021972656,448.7850036621094,448.10009765625,448.42999267578125,125002
2025-12-04 15:51:00+00:00,448.44171142578125,448.80999755859375,448.3900146484375,448.4599914550781,83744
2025-12-04 15:52:00+00:00,448.42999267578125,448.659912109375,447.94000244140625,448.5367126464844,127810
2025-12-04 15:53:00+00:00,448.5,448.6700134277344,448.0,448.42999267578125,99577
